SK_ID_CURR,TARGET
100001,0.22088291885903774
100005,0.4209100439748007
100013,0.15525916837666154
100028,0.22606050001754335
100038,0.6405604708250654
100042,0.28744275271197656
100057,0.08259820262833027
100065,0.3285695361763642
100066,0.09802106283167338
100067,0.43971810150763513
100074,0.47492321702980805
100090,0.2745614052185866
100091,0.6698140056916176
100092,0.49544853492160884
100106,0.39145932650713705
100107,0.47113930234997214
100109,0.350793412120988
100117,0.16988030135757204
100128,0.2886823688974552
100141,0.12336725513170174
100150,0.17697063267214516
100168,0.10807063490573349
100169,0.20082843433141784
100170,0.3690184237319615
100171,0.32934976637836355
100172,0.5367209410140619
100184,0.4226156585178674
100187,0.4812996044056046
100212,0.4532198935228442
100222,0.4346918532422774
100223,0.12547313408308422
100232,0.11325677491902986
100241,0.6820093492967875
100245,0.10902510445935117
100253,0.16017713540523845
100256,0.39290854812426024
100271,0.10215869541313902
100278,0.7920838843421708
100280,0.0993448004232685
100306,0.7566425730803283
100311,0.6139965907040537
100312,0.1840549324535694
100330,0.49055325988543647
100331,0.26706743559709595
100352,0.4958586595773115
100358,0.3486473600751176
100367,0.14943680435748635
100382,0.6438050467414214
100384,0.4385354380624218
100385,0.4590821484154488
100386,0.22686507415599366
100399,0.13568637710804415
100404,0.42807761362028796
100416,0.1490749725492505
100422,0.5398434721304797
100426,0.21960139608024312
100438,0.19909423844428178
100444,0.5884895772484215
100445,0.5734458901805701
100446,0.3562557168952654
100447,0.16341841137512747
100450,0.4529118731546866
100466,0.10028531475959371
100483,0.17674478744442562
100484,0.13154587621280056
100494,0.47410886139904596
100510,0.5455769177901999
100512,0.10649804954898046
100517,0.2418650261762407
100548,0.2554277464323995
100551,0.19666464380360185
100552,0.4472861588798447
100553,0.14972408251878214
100561,0.5313187338358435
100568,0.8933250665970561
100569,0.14866672737955505
100591,0.41302029412204
100592,0.15379654694368014
100602,0.47314398543849867
100607,0.3706635348528599
100613,0.4803818361571609
100617,0.5654187259146732
100618,0.3853172030423541
100622,0.33141725420334434
100625,0.5993497079161778
100677,0.4961216243505541
100699,0.20167844306239371
100702,0.8643687022786755
100711,0.4059723221539788
100729,0.6233784033424038
100740,0.7639255015217185
100744,0.7599824272013451
100745,0.32686587206780576
100747,0.6163927706466759
100751,0.7313074601597467
100752,0.36513315283965203
100753,0.7411409317996319
100754,0.6655107196754952
100760,0.23915968895429002
100762,0.6318036682964068
100763,0.28514824460479515
100765,0.14893855619711024
100770,0.48638269200669537
100772,0.1906405512752376
100777,0.2061058123181802
100791,0.17018348797634503
100792,0.06342112534922863
100797,0.16207487054601877
100823,0.24637110230191933
100826,0.14966821743074668
100830,0.34108706169280323
100836,0.7887859770475619
100872,0.32480219471006977
100910,0.2284764187336086
100913,0.47178796038194215
100918,0.17575599484698495
100931,0.04857764645456645
100952,0.3388184979076402
100953,0.21285957831947055
100965,0.6570147678717496
100970,0.25376879869210306
100982,0.6752490205840843
100983,0.6923545158560311
100984,0.23185408053368645
100987,0.3534771652312663
100997,0.3579063983348666
100998,0.6332106644254399
101002,0.22554157762537785
101005,0.5922673114351514
101008,0.8119483113346012
101020,0.5337426749946337
101021,0.17477824453116686
101024,0.39368274009140414
101025,0.7284258305753678
101026,0.33554254540554945
101031,0.1155722368939458
101041,0.09959189941522442
101051,0.05078294306709399
101055,0.4954813805731867
101056,0.8188377232437622
101057,0.3436426079859237
101064,0.15535501376057406
101079,0.5535294179555007
101087,0.1891127196034404
101090,0.214038795448464
101092,0.5300464138171612
101097,0.5256513003580221
101099,0.18995365494091226
101107,0.6520152821764374
101118,0.35827623801440234
101125,0.377449084529153
101126,0.15658641183309302
101128,0.12309150036920524
101136,0.44514216406584295
101140,0.7718331674319547
101149,0.6446044395403693
101160,0.5492269617033093
101169,0.7614499539510574
101181,0.21432844277865284
101186,0.1196342235838353
101190,0.40373647282441066
101193,0.5225095202587493
101194,0.4929351193597309
101198,0.5840965315687396
101200,0.1914720763908631
101204,0.23493483919937547
101211,0.38142022803138975
101213,0.4728032708147869
101223,0.3075099292183663
101225,0.46730920490499867
101237,0.45766973796423394
101243,0.4908830070968532
101244,0.5556841550952043
101258,0.17643222043371254
101259,0.7163157145124213
101268,0.4739782637712964
101269,0.170459897096582
101271,0.5718179187368474
101279,0.2301613114015399
101281,0.4123978569915292
101287,0.13560270575805586
101292,0.2323691755471744
101294,0.2250315913069268
101296,0.47047459780860457
101297,0.11565559183233659
101299,0.276129719551124
101301,0.15981386856385243
101305,0.42635378746601876
101308,0.44358887917842527
101318,0.1925510068449988
101327,0.7593376096141957
101329,0.11052059560583218
101332,0.34317756636978036
101337,0.3442614933709502
101343,0.11574185726603729
101345,0.13630402011318588
101346,0.13474662818778504
101353,0.1164958274911501
101354,0.5401910925755756
101355,0.6295712327863776
101356,0.18392045956140401
101362,0.3551575849651973
101363,0.8103468210373341
101365,0.1557041044154532
101366,0.4816877394648046
101367,0.6817717654163854
101368,0.13211262016959868
101374,0.6090949390055913
101380,0.125310120656468
101383,0.21033915786396584
101398,0.14781115555943838
101399,0.7121117626085884
101401,0.7604772226320684
101412,0.24688899178451826
101426,0.4067024769117116
101427,0.8689910877314225
101428,0.5976619210896666
101429,0.7192963056940529
101434,0.3428131206890193
101440,0.4731309246811236
101448,0.5885243918278961
101449,0.3625273430377168
101465,0.111250443637162
101467,0.1642874041375704
101472,0.5116093523027808
101478,0.5152508863223109
101497,0.319491718042573
101504,0.545110607458395
101547,0.15834281235294312
101548,0.5477774985441343
101555,0.49661025616745186
101570,0.18855287553323755
101572,0.4934444833858893
101578,0.18531265121628857
101580,0.5798077322507735
101588,0.5857937248967784
101602,0.20874095344169596
101610,0.36669851739088977
101614,0.38846840990059306
101616,0.1702841183841155
101643,0.6194256290836273
101644,0.3059677723908719
101649,0.3272645737344518
101650,0.5914867711506748
101665,0.09308500534438795
101667,0.5386831793313215
101669,0.3347114586065959
101674,0.3678789974519375
101675,0.10578874698438401
101678,0.4113228426278974
101682,0.31200996674888504
101686,0.4053659215652576
101697,0.6791497807734236
101700,0.8587744301884623
101711,0.16753725095979094
101714,0.16859502650336242
101715,0.8095984801660758
101728,0.24386321789667442
101732,0.4083944870656867
101757,0.5243259319651633
101758,0.23516136969962398
101759,0.4884560984733578
101762,0.08564287956733554
101764,0.40812859250801925
101780,0.8021701901650402
101784,0.09483662405146082
101789,0.1387931727648493
101816,0.6046840196752143
101819,0.16961140927025145
101827,0.10031369039388026
101863,0.4698690578387964
101867,0.4098855995215167
101870,0.09149194600786081
101873,0.798480835771618
101878,0.42644668038931566
101879,0.1919686083956495
101880,0.1973085599069704
101887,0.3262572720743857
101897,0.25890702743618277
101901,0.39761357569322664
101903,0.7534437041985954
101920,0.14497235276565007
101921,0.2873745793858917
101922,0.3086876550362585
101961,0.5936955299607002
101962,0.12803508418968834
101971,0.27074385616113705
101976,0.7577087581947828
102002,0.4780782701523803
102005,0.21893999227093802
102007,0.8045514808975827
102017,0.12682972672076873
102019,0.7552331227365205
102029,0.20598017257823809
102051,0.5345249272343646
102052,0.08420959860651471
102054,0.13242224476106398
102062,0.5031686111867266
102067,0.5601281495797481
102068,0.29074937264252854
102070,0.20086856001569148
102090,0.4905301453086494
102092,0.31659909921338475
102099,0.6372996619206406
102100,0.190706520040491
102112,0.41726686017860426
102113,0.1891863731516228
102122,0.7471898913263004
102123,0.4390757396092725
102125,0.27182616163572315
102126,0.7085778273121917
102146,0.21133653259656482
102147,0.5967517783623881
102151,0.2569232286225507
102158,0.5758427972736753
102159,0.15253662902415693
102162,0.26947841655727756
102165,0.27298709736513616
102166,0.12753309088144604
102174,0.10936198599746
102193,0.6881340081079653
102198,0.22337402603134
102205,0.5185267255420387
102206,0.11450857326240788
102218,0.2015596818980679
102221,0.17394633206801285
102230,0.3064197932335108
102238,0.2924820802159744
102248,0.20268580416850426
102252,0.7517624787710537
102259,0.2695866225496304
102262,0.5385929257475033
102273,0.24863488309850088
102286,0.6221717882073396
102293,0.11230596466133072
102294,0.2120570043049802
102296,0.21287872498019642
102298,0.3767070271379276
102303,0.21614557432175294
102309,0.38896118726293505
102315,0.208052082084233
102340,0.17746533681867124
102342,0.4531018061147313
102344,0.3160119838979367
102346,0.4658889396311876
102347,0.09790066204402384
102374,0.39012911304473585
102380,0.1284636149404099
102387,0.20346464273936812
102393,0.157693461295468
102403,0.13683826410223654
102413,0.22773259284128197
102414,0.11841660215500298
102415,0.32177215949033466
102416,0.4266322225454874
102439,0.42566455084028265
102441,0.25797864681495836
102443,0.0699922790358336
102444,0.3746812108353609
102445,0.45619038986556404
102448,0.2363790624097838
102449,0.37201723143161725
102450,0.6538600050254704
102456,0.09902503307179643
102458,0.5259391186718659
102459,0.2385818283390207
102465,0.1198052458109071
102470,0.6960402504383816
102471,0.22696126725348606
102475,0.3101446833374154
102476,0.6271894297178154
102506,0.33408858463321817
102509,0.24652760467825646
102519,0.251555039555867
102522,0.27995049633747515
102545,0.1817390422615672
102549,0.24303743250783488
102562,0.07751070476525175
102563,0.15812754430933873
102568,0.5568655851018908
102582,0.36509986676268624
102592,0.08922805132163572
102597,0.5428310572010581
102605,0.28321562583995985
102614,0.14233601730586903
102617,0.6216784273250793
102634,0.3219545204797078
102652,0.2579103425810174
102655,0.0681422910117501
102671,0.47327786381798387
102694,0.753449636219089
102701,0.3516394197891021
102703,0.0818392552252296
102704,0.20906063250967621
102713,0.08164988261838457
102720,0.6485106120206103
102731,0.24172651240939572
102733,0.25569335294987533
102749,0.18181458003416084
102755,0.4294645765575928
102763,0.1374024258246802
102770,0.3750481599478387
102772,0.47184681923036953
102799,0.6587745586132221
102838,0.19304426189231358
102854,0.3121191735665656
102862,0.5818204618777747
102863,0.22719044693926424
102867,0.1258253286273531
102868,0.06975725382402526
102878,0.39240499779258076
102887,0.1562116616495279
102898,0.8045898780556714
102904,0.4168398224508932
102912,0.3178857158549166
102919,0.24724475684580727
102927,0.5548679161875285
102932,0.451200732235847
102933,0.39380039250464705
102935,0.19638383064518905
102958,0.5664755547836202
102969,0.6279906097441411
102971,0.15693959427562598
102975,0.24707354759096714
102979,0.36333363122629536
102982,0.10724768314798598
102987,0.4731115127279901
102989,0.24323916396118767
102995,0.479388071449168
102996,0.16932043866615296
103000,0.27359577115380906
103001,0.3695496496326043
103004,0.2692109366943856
103010,0.17228305407059974
103025,0.6909101758599967
103029,0.17513985263550513
103046,0.5851875193914191
103056,0.36452228273866594
103062,0.5840568995245974
103078,0.14265359784039056
103083,0.1330777543195827
103092,0.3902595747647985
103096,0.3463318212093174
103097,0.5309742914361768
103102,0.7154672667790593
103112,0.31764649273862994
103132,0.2977960820070804
